BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Wang2010413","Wang, Chun-Hsien; Lu, Iuan-Yuan & Chen, Chin-Bein","Integrating hierarchical balanced scorecard with non-additive fuzzy integral for evaluating high technology firm performance ","International Journal of Production Economics ",128,1,"","413 - 426",2010,"","Integrating the Global Supply Chain ","http://www.sciencedirect.com/science/article/pii/S0925527310002860","","","","","","","","","","","","","","","Performance measurement, Performance measurement system balanced scorecard, Hierarchical balanced scorecard, Fuzzy measure, Non-additive fuzzy integral ","",""
7,"","Wang2014678","Wang, Zhiqiang; Chen, Lingfeng; Zhao, Xiande & Zhou, Wenhui","Modularity in building mass customization capability: The mediating effects of customization knowledge utilization and business process improvement ","Technovation ",34,11,"","678 - 687",2014,"","Special Issue: Value of design for competitiveness ","http://www.sciencedirect.com/science/article/pii/S0166497214001242","","","","","","","","","","","","","","","Mass customization capability, Modularity, Organizational learning practices, Mediator, China ","",""
7,"","Weinberger200671","Weinberger, Armin & Fischer, Frank","A framework to analyze argumentative knowledge construction in computer-supported collaborative learning ","Computers & Education ",46,1,"","71 - 95",2006,"","Methodological Issues in Researching \{CSCL\} ","http://www.sciencedirect.com/science/article/pii/S0360131505000564","","","","","","","","","","","","","","","Computer-supported collaborative learning, Interaction analysis, Asynchronous communication, Discussion boards, Argumentative knowledge construction, Computer-supported collaboration scripts ","",""
7,"","Winskel201496","Winskel, Mark; Markusson, Nils; Jeffrey, Henry; Candelise, Chiara; Dutton, Geoff; Howarth, Paul; Jablonski, Sophie; Kalyvas, Christos & Ward, David","Learning pathways for energy supply technologies: Bridging between innovation studies and learning rates ","Technological Forecasting and Social Change ",81,,"","96 - 114",2014,"","","http://www.sciencedirect.com/science/article/pii/S0040162512002612","","","","","","","","","","","","","","","Innovation, Learning, Niches, Pathways, Energy, Electricity, Technology ","",""
7,"","Wolf2006213","Wolf, Lisa","402-O. An Experiment in Process-oriented Training: Learning to Think Like an \ED\ Nurse ","Journal of Emergency Nursing ",32,3,"","213 - 214",2006,"","","http://www.sciencedirect.com/science/article/pii/S0099176705004514","","","","","","","","","","","","","","","","",""
7,"","Wolf2005298","Wolf, Lisa","An \ED\ Orientation/Fellowship: An Experiment in Process-Oriented Training and Learning to Think Like an Emergency Nurse ","Journal of Emergency Nursing ",31,3,"","298 - 301",2005,"","","http://www.sciencedirect.com/science/article/pii/S0099176705001716","","","","","","","","","","","","","","","","",""
7,"","Wu2012303","Wu, Hung-Yi","Constructing a strategy map for banking institutions with key performance indicators of the balanced scorecard ","Evaluation and Program Planning ",35,3,"","303 - 320",2012,"","","http://www.sciencedirect.com/science/article/pii/S0149718911001042","","","","","","","","","","","","","","","Key performance indicator (KPI), Strategy map, Balanced scorecard (BSC), Decision Making Trial and Evaluation Laboratory (DEMATEL) ","",""
7,"","Xiong2005273","Xiong, Zhihua; Zhang, Jie; Wang, Xiong & Xu, Yongmao","\INTEGRATED\ BATCH-TO-BATCH \ITERATIVE\ \LEARNING\ \CONTROL\ \AND\ \WITHIN\ \BATCH\ \CONTROL\ \OF\ \PRODUCT\ \QUALITY\ \FOR\ \BATCH\ \PROCESSES\ ","\{IFAC\} Proceedings Volumes ",38,1,"","273 - 278",2005,"","16th \{IFAC\} World Congress ","http://www.sciencedirect.com/science/article/pii/S1474667016376339","","","","","","","","","","","","","","","Batch-to-batch control, Iterative learning control, Shrinking horizon model predictive control, Batch processes ","",""
7,"","Yang20117774","Yang, Chang-Lin & Huang, Rong-Hwa","Key success factors for online auctions: Analysis of auctions of fashion clothing ","Expert Systems with Applications ",38,6,"","7774 - 7783",2011,"","","http://www.sciencedirect.com/science/article/pii/S0957417410014934","","","","","","","","","","","","","","","Fashion clothing industry, Online auction, Key performance indicators, Analytical network process ","",""
7,"","Yin2012642","Yin, Deli","Study on the Simulative Financial Management System in \ERP\ Education ","\{IERI\} Procedia ",2,,"","642 - 648",2012,"","International Conference on Future Computer Supported Education, August 22- 23, 2012,Fraser Place Central - Seoul ","http://www.sciencedirect.com/science/article/pii/S2212667812001554","","","","","","","","","","","","","","","ERP, simulation instructional system, financial management system, SOA ","",""
7,"","Yin2008536","Yin, Samuel Y. L.; Tserng, H. Ping & Tsai, M. D.","A model of integrating the cycle of construction knowledge flows: Lessons learned in Taiwan ","Automation in Construction ",17,5,"","536 - 549",2008,"","","http://www.sciencedirect.com/science/article/pii/S0926580507001318","","","","","","","","","","","","","","","Knowledge management, Construction knowledge management model, Workflow ","",""
7,"","Yixian20144297","Yixian, Du; Qihua, Tian; Xuan, Du & Kongde, He","CAD/CAM Courses Integration of Theoretical Teaching and Practical Training ","Procedia - Social and Behavioral Sciences ",116,,"","4297 - 4300",2014,"","5th World Conference on Educational Sciences ","http://www.sciencedirect.com/science/article/pii/S1877042814009525","","","","","","","","","","","","","","","CAD/CAM, teaching reform, integration of resources ","",""
7,"","Yurtkuran2013821","Yurtkuran, Selay; Kırlı, Gözde & Taneli, Yavuz","An Innovative Approach in Architectural Education: Designing a Utopia ","Procedia - Social and Behavioral Sciences ",89,,"","821 - 829",2013,"","2nd Cyprus International Conference on Educational Research (CY-ICER 2013) ","http://www.sciencedirect.com/science/article/pii/S187704281303070X","","","","","","","","","","","","","","","Design education, Basic design, Utopia, Creative thinking ","",""
7,"","Zangi2011419","Zangi, Heidi A.; Hauge, Mona-Iren; Steen, Eldri; Finset, Arnstein & Hagen, Kåre Birger","“I am not only a disease, I am so much more”. Patients with rheumatic diseases’ experiences of an emotion-focused group intervention ","Patient Education and Counseling ",85,3,"","419 - 424",2011,"","","http://www.sciencedirect.com/science/article/pii/S0738399111000139","","","","","","","","","","","","","","","Emotion, Awareness, Coping, Group intervention, Rheumatic disease, Qualitative research ","",""
7,"","Zhang20072670","Zhang, Ping & Serban, Nicoleta","Discovery, visualization and performance analysis of enterprise workflow ","Computational Statistics & Data Analysis ",51,5,"","2670 - 2687",2007,"","","http://www.sciencedirect.com/science/article/pii/S0167947306000132","","","","","","","","","","","","","","","Business process rediscovery, Data visualization, Queueing system, Mixture model, Cure model ","",""
7,"","Zimmermann20122014","Zimmermann, Olaf; Miksovic, Christoph & Küster, Jochen M.","Reference architecture, metamodel, and modeling principles for architectural knowledge management in information technology services ","Journal of Systems and Software ",85,9,"","2014 - 2033",2012,"","Selected papers from the 2011 Joint Working IEEE/IFIP Conference on Software Architecture (WICSA 2011) ","http://www.sciencedirect.com/science/article/pii/S0164121212001343","","","","","","","","","","","","","","","Architectural decisions, Architectural principles, DSL, Knowledge management, Model-driven engineering, Outsourcing, SOA, Workflow ","",""
7,"","Zuo2010268","Zuo, Qun; Leonard, Wesley & MaloneBeach, Eileen E.","Integrating performance-based design in beginning interior design education: an interactive dialog between the built environment and its context ","Design Studies ",31,3,"","268 - 287",2010,"","","http://www.sciencedirect.com/science/article/pii/S0142694X09000969","","","","","","","","","","","","","","","performance-based design, interior design, design education, computer aided design, design process ","",""
7,"","Zykov20161041","Zykov, Sergey & Shumsky, Leonid","Application of Information Processes Applicative Modelling to Virtual Machines Auto Configuration ","Procedia Computer Science ",96,,"","1041 - 1048",2016,"","Knowledge-Based and Intelligent Information &amp; Engineering Systems: Proceedings of the 20th International Conference KES-2016 ","http://www.sciencedirect.com/science/article/pii/S1877050916319251","","","","","","","","","","","","","","","Virtual machines, Process modeling, Optimization algorithms ","",""
7,"","vanZyl199527","van Zyl, F. C.","Integrated catchment management: Is it wishful thinking or can it succeed? ","Water Science and Technology ",32,5–6,"","27 - 35",1995,"","River Basin Management for Sustainable DevelopmentProceedings of the 7th International Symposium on River Basin Management ","http://www.sciencedirect.com/science/article/pii/0273122395006435","","","","","","","","","","","","","","","Failures, implementation process, integrated catchment management, participatory management, successes ","",""
